ORG,ASSET NO.,TAC CODE,ACQ CODE,COST CENTRE,RETIRE CODE,RETIRE DATE,ACQ DATE,COST BASIS,ACCUM DEPN,CURR DEPN,YTD DEPN,YTD DEPN OTHER,CASH PROCEEDS,NON CASH PROCEEDS,CREATE DATE,SPECIFIC DESCRIPTION,FA400 STAT,EST LIFE YYY/MM,RUN DATE,MAKE,MODEL,SERIAL NO.,LOCATION,Asset Class
66,343790,122,1,1062,,,2019-04-01,4370.0,2840.51,36.42,109.26,0.0,,,2019-07-16,2M-A / 2M-B RACK,1,10Yr 00Mth,2025-09-30,RITTAL ,RITTAL CO- LOCATION R,,GOV_DATA_CNT,1
66,344123,122,1,1062,,,2020-01-01,51567.0,29651.04,429.73,1289.19,0.0,,,2020-06-17,GDC FITOUT UPS,1,10Yr 00Mth,2025-09-30,CONSTRUCTION FI TOUT, ,,GOV_DATA_CNT,1
66,344125A,122,1,1062,,,2020-01-01,5220.0,3001.5,43.5,130.5,0.0,,,2020-06-17,CLASS C RACK 7A,1,10Yr 00Mth,2025-09-30,B&R ,CLASS C ,B&R - 18-0720,GOV_DATA_CNT,1
66,344125B,122,1,1062,,,2020-01-01,5220.0,3001.5,43.5,130.5,0.0,,,2020-06-17,CLASS C RACK 7B,1,10Yr 00Mth,2025-09-30,B&R ,CLASS C ,B&R - 18-0721,GOV_DATA_CNT,1
66,344142A,122,1,1062,,,2020-01-01,3997.5,2298.56,33.31,99.93,0.0,,,2020-06-18,RITTAL RACK 1L,1,10Yr 00Mth,2025-09-30,RITTAL (800MM) ,TS-IT DK55 11-110,,GOV_DATA_CNT,1
66,344142B,122,1,1062,,,2020-01-01,3997.5,2298.56,33.31,99.93,0.0,,,2020-06-18,RITTAL RACK 2B,1,10Yr 00Mth,2025-09-30,RITTAL (800MM) ,TS-IT 5511 -110,,GOV_DATA_CNT,1
66,344142C,122,1,1062,,,2020-01-01,3997.5,2298.56,33.31,99.93,0.0,,,44000.0,RITTAL RACK 2J,1,10Yr 00Mth,2025-09-30,RITTAL (800MM) ,TS-IT DK 5 511-110,,GOV_DATA_CNT,1
66,344142D,122,1,1062,,,2020-01-01,3997.5,2298.56,33.31,99.93,0.0,,,2020-06-18,RITTAL RACK 2K,1,10Yr 00Mth,2025-09-30,RITTAL (800MM) ,TS-IT 5511 -110,,GOV_DATA_CNT,1
66,344142E,122,1,1062,,,2020-01-01,3997.5,2298.56,33.31,99.93,0.0,,,2020-06-18,RITTAL RACK 2L,1,10Yr 00Mth,2025-09-30,RITTAL (800MM) ,TS-IT DK 5 511-110,,GOV_DATA_CNT,1
66,344142F,122,1,1062,,,2020-01-01,3997.5,2298.56,33.31,99.93,0.0,,,2020-06-18,RITTAL RACK 6A,1,10Yr 00Mth,2025-09-30,RITTAL (800MM) ,TS-IT DK 5 511-110,,GOV_DATA_CNT,1
66,344142G,122,1,1062,,,2020-01-01,3997.5,2298.56,33.31,99.93,0.0,,,2020-06-18,RITTAL RACK 6B,1,10Yr 00Mth,2025-09-30,RITTAL (800MM) ,TS-IT DK 5 511-110,,GOV_DATA_CNT,1
66,344142H,122,1,1062,,,2020-01-01,3997.5,2298.56,33.31,99.93,0.0,,,2020-06-18,RITTAL RACK 6C,1,10Yr 00Mth,2025-09-30,RITTAL (800MM) ,TS-IT DK 5 511-110,,GOV_DATA_CNT,1
66,344142I,122,1,1062,,,2020-01-01,3997.5,2298.56,33.31,99.93,0.0,,,2020-06-18,RITTAL RACK 6D,1,10Yr 00Mth,2025-09-30,RITTAL (800MM) ,TS-IT DK 5 511-110,,GOV_DATA_CNT,1
66,344142J,122,1,1062,,,2020-01-01,3997.5,2298.56,33.31,99.93,0.0,,,2020-06-18,RITTAL RACK 6E,1,10Yr 00Mth,2025-09-30,RITTAL (800MM) ,TS-IT DK55 11-110,,GOV_DATA_CNT,1
66,344203A,122,1,1062,,,2020-01-01,5233.35,3009.17,43.61,130.83,0.0,,,2020-06-30,B&R CLASS C RACK 7C,1,10Yr 00Mth,2025-09-30,B&R ,CLASS C ,B&R -18-0712,GOV_DATA_CNT,1
66,344203B,122,1,1062,,,2020-01-01,5233.33,3009.15,43.61,130.83,0.0,,,2020-06-30,B&R CLASS C RACK 7E,1,10Yr 00Mth,2025-09-30,B&R ,CLASS C ,B&R-18-0711,GOV_DATA_CNT,2
66,344203C,122,1,1062,,,2020-01-01,5233.33,3009.15,43.61,130.83,0.0,,,2020-06-30,B&R CLASS C RACK 7G,1,10Yr 00Mth,2025-09-30,B&R ,CLASS C ,B&R-18-0962,GOV_DATA_CNT,1
66,344203D,122,1,1062,,,2020-01-01,5233.33,3009.15,43.61,130.83,0.0,,,2020-06-30,B&R CLASS C RACK 7H,1,10Yr 00Mth,2025-09-30,B&R ,CLASS C ,B&R-18-0961,GOV_DATA_CNT,1
66,344203E,122,1,1062,,,2020-01-01,5233.33,3009.15,43.61,130.83,0.0,,,2020-06-30,B&R CLASS C RACK 7I,1,10Yr 00Mth,2025-09-30,B&R ,CLASS C ,B&R-18-0718,GOV_DATA_CNT,1
66,344203F,122,1,1062,,,2020-01-01,5233.33,3009.15,43.61,130.83,0.0,,,2020-06-30,B&R CLASS C RACK 7J,1,10Yr 00Mth,2025-09-30,B&R ,CLASS C ,B&R-18-0719,GOV_DATA_CNT,1
66,500879,122,1,1062,,,2025-02-01,64501.2,5375.11,671.89,2015.67,0.0,,,2025-04-17,UPSA1 BATTERY BANK,1,8Yr 00Mth,2025-09-30,POWERLYTE ,PLFT12-175 ,N/A,GOV_DATA_CNT,1
66,501057,122,1,1062,,,2025-06-01,64501.2,2687.55,671.89,2015.67,0.0,,,2025-06-26,UPSB1 BATTERY BANK,1,8Yr 00Mth,2025-09-30,POWERLYTE ,PLFT12-175 ,,GOV_DATA_CNT,1
66,344204,122,1,1063,,,2020-01-01,119703.6,68829.57,997.53,2992.59,0.0,,,2020-06-30,BDC CONTAINMENT FITOUT,1,10Yr 00Mth,2025-09-30, , ,,31_HARVEY_ST,1
66,344240,122,4,1021,,,2020-01-01,465576.36,465576.36,0.0,0.0,0.0,,,2020-07-18,HP BLADE SERVERS,1,4Yr 00Mth,2025-09-30,HP ,BL460C G9 ,MULTI,GOV_DATA_CNT,1
66,339204,122A,1,1021,,,2014-07-30,21508.5,21508.5,0.0,0.0,0.0,,,2014-08-29,VIDEO BROADCASTING SYST 1,1,10Yr 00Mth,2025-09-30,VBRICK ,HPS 9000 E NCODER,91051400006,DRW_PLZ-3,1
66,339205,122A,1,1021,,,2014-07-30,21508.5,21508.5,0.0,0.0,0.0,,,2014-08-29,VIDEO BROADCASTING SYST 2,1,10Yr 00Mth,2025-09-30,VBRICK ,HPS 9000 E NCODER,91051400007,DRW_PLZ-3,1
66,344377,122A,7,1081,,,2020-12-05,13552.2,13100.46,225.87,677.61,0.0,,,2024-08-26,COMMERCIAL DISPLAY SCREEN,1,5Yr 00Mth,2025-09-30,LG ,86UT640S ,912KCDGL7234,DRW_PLZ-3,1
66,336943,129,1,1021,,,2008-04-01,22620.0,22620.0,0.0,0.0,0.0,,,2008-09-16,DAIKIN AIR-CON CASSETTE1,1,10Yr 00Mth,2025-09-30,DAIKIN , ,,DRW_PLZ-3,1
66,336944,129,1,1021,,,2008-04-01,22620.0,22620.0,0.0,0.0,0.0,,,2008-09-16,DAIKIN AIR-CON CASSETTE2,1,10Yr 00Mth,2025-09-30,DAIKIN , ,,DRW_PLZ-3,1
66,202773,129,1,1062,,,2016-07-01,30250.45,27981.68,252.09,756.27,0.0,,,2017-03-24,GATE UPGRADE,1,10Yr 00Mth,2025-09-30, , ,NA,GOV_DATA_CNT,1
66,344122,129,1,1062,,,2020-01-01,187935.45,108062.89,1566.13,4698.39,0.0,,,2020-06-17,GDC AIRCONDITIONING FITOU,1,10Yr 00Mth,2025-09-30,CONSTRUCTION FI TOUT, ,,GOV_DATA_CNT,1
66,344205,129,1,1062,,,2020-01-01,278868.53,160349.41,2323.91,6971.73,0.0,,,2020-06-30,GDC UPS,1,10Yr 00Mth,2025-09-30, , ,,GOV_DATA_CNT,1
66,344206,129,1,1062,,,2020-01-01,107041.0,61548.58,892.01,2676.03,0.0,,,2020-06-30,GDC CRAC UNIT 2,1,10Yr 00Mth,2025-09-30,VERTIV (LIEBERT ),LSF62-R3 ,21013024122196000000,GOV_DATA_CNT,1
66,344491,129,1,1062,,,2021-02-16,181659.71,84774.53,1513.83,4541.49,0.0,,,2021-06-08,GENERATOR 1,1,10Yr 00Mth,2025-09-30,CATERPILLAR ,C15 550 ,CAT00C15HLXJ05704,GOV_DATA_CNT,1
66,344492,129,1,1062,,,2021-02-16,181659.71,84774.53,1513.83,4541.49,0.0,,,2021-06-08,GENERATOR 2,1,10Yr 00Mth,2025-09-30,CATERPILLAR ,C15 550 ,CAT00C15TLXJ05657,GOV_DATA_CNT,1
66,344493,129,1,1062,,,2021-02-16,100852.94,47064.7,840.44,2521.32,0.0,,,2021-06-08,DB.GEN-1,1,10Yr 00Mth,2025-09-30,ISAS ,DISTRIBUTI ON BOARD,DB.GEN-1,GOV_DATA_CNT,1
66,500780,129,1,1062,,,2024-01-10,73697.58,25794.15,1228.29,3684.87,0.0,,,2024-05-15,FUEL POLISHING SYSTEM UPG,1,5Yr 00Mth,2025-09-30,BLACKMER XL TRF  PUMPS (2),TAI 100L1- 4 (2),201204078045,GOV_DATA_CNT,1
66,344207,129,1,1063,,,2020-01-01,97200.01,55890.0,810.0,2430.0,0.0,,,2020-06-30,BDC FITOUT - POWER,1,10Yr 00Mth,2025-09-30, , ,,27_HARVEY_ST,1
66,344208,129,1,1063,,,2020-01-01,194725.83,111967.36,1622.72,4868.16,0.0,,,2020-06-30,BDC FITOUT-STRUCT CABLING,1,10Yr 00Mth,2025-09-30, , ,,27_HARVEY_ST,1
66,00159_L0822,129,4,103A,,,2022-08-17,14363.64,9746.74,256.49,769.47,0.0,,,2023-06-09,LEASEHOLD IMPRV INCENTIVE,1,4Yr 08Mth,2025-09-30, , ,,DRW_PLZ-3,1
66,00159_W0518,129,4,103A,,,2018-05-01,163365.55,135883.5,1526.78,4580.34,0.0,,,2018-06-19,PLAZA 3 KITCHEN REFURB,1,8Yr 11Mth,2025-09-30, , ,,DRW_PLZ-3,1
66,GDC CABLING,129,4,1062,,,2020-01-01,415519.03,238923.44,3462.66,10387.98,0.0,,,2020-07-18,GDC STRUCTURED CABLING,1,10Yr 00Mth,2025-09-30, , ,,GOV_DATA_CNT,1
66,GDC FITOUT,129,4,1062,,,2020-01-01,6133621.7,1959351.38,28396.4,85189.2,0.0,,,2020-07-18,GDC FITOUT,1,18Yr 00Mth,2025-09-30, , ,,GOV_DATA_CNT,1
66,01005A1_W0713,129,7,1062,,,2013-07-30,109636.2,109636.2,0.0,0.0,0.0,,,2014-11-27,PROCESSOR COOLER,1,10Yr 00Mth,2025-09-30, , ,,CHAN_BLD-GRD,1
66,01005M_W0510,129,7,1062,,,2010-05-25,121699.5,121699.5,0.0,0.0,0.0,,,2014-11-27,PROCESSOR COOLER UNIT6,1,7Yr 02Mth,2025-09-30, , ,,CHAN_BLD-GRD,1
66,340306,143,1,1021,,,2017-10-01,66960.0,66960.0,0.0,0.0,0.0,,,2017-12-07,VMWARE VCLOUD SUITE7 ENTP,1,3Yr 00Mth,2025-09-30, , ,CL7-ENT-C,DRW_PLZ-3,1
66,341611,143,1,1021,,,2017-07-01,28841.0,28841.0,0.0,0.0,0.0,,,2018-07-09,ORACLE DB PROCESSOR,1,1Yr 07Mth,2025-09-30, , ,,DRW_PLZ-3,1
66,341614,143,1,1021,,,2017-07-01,77068.6,77068.6,0.0,0.0,0.0,,,2018-07-09,ENTERPRISE LICENSE AGRMNT,1,3Mth,2025-09-30, , ,,DRW_PLZ-3,1
66,342578,143,1,1021,,,2018-03-01,24640.0,24640.0,0.0,0.0,0.0,,,2018-04-27,NINTEX FORMS-ENT SERV LIC,1,3Yr 00Mth,2025-09-30,NINTEX ,ENTERPRISE  EDITION,,DRW_PLZ-3,1
66,341612,143,1,1041,,,2017-07-01,107964.0,107964.0,0.0,0.0,0.0,,,2018-07-09,HITACHI VSP G800 SOFTWARE,1,2Yr 03Mth,2025-09-30, , ,,DRW_PLZ-3,1
66,341803,143,1,1041,,,2018-08-01,64630.4,64630.4,0.0,0.0,0.0,,,2018-10-18,VEEAM AVAILABILITY SUITE,1,1Mth,2025-09-30,NEC , ,,DRW_PLZ-3,1
66,344200,143,1,1041,,,2020-01-01,185370.0,185370.0,0.0,0.0,0.0,,,2020-07-17,HITACHI CLA CAPACITY GDC,1,1Mth,2025-09-30, , ,F78AF,DRW_PLZ-3,1
66,344201,143,1,1041,,,2020-01-01,185748.84,185748.84,0.0,0.0,0.0,,,2020-07-17,HITACHI CLA CAPACITY BDC,1,1Mth,2025-09-30, , ,,DRW_PLZ-3,1
66,344221,143,1,1041,,,2020-01-01,158760.53,158760.53,0.0,0.0,0.0,,,2020-06-30,HDS HYPERSCALE SOFTWARE,1,1Mth,2025-09-30,HITACHI ,HYPERSCALE 12,,DRW_PLZ-3,1
